primaryLanguage,description,hasWikiEnabled,stargazerCount,pull_request_files,issue_files,nameWithOwner,owner,issue_files_to_str,pull_request_files_to_str
Python,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",True,22751,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",nicolargo_glances,nicolargo,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
PHP,"☁️ Nextcloud server, a safe home for all your data",True,22478,['pull_request_template.md'],['Feature_request.md'],nextcloud_server,nextcloud,Feature_request.md,pull_request_template.md
JavaScript,An alternative side effect model for Redux apps,True,22443,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'custom.md']",redux-saga_redux-saga,redux-saga,"bug_report.md,custom.md",PULL_REQUEST_TEMPLATE.md
Python,"This is a fun, new monospaced font that includes programming ligatures and is designed to enhance the modern look and feel of the Windows Terminal.",True,22432,['PULL_REQUEST_TEMPLATE.md'],"['Documentation_Issue.md', 'Feature_Request.md']",microsoft_cascadia-code,microsoft,"Documentation_Issue.md,Feature_Request.md",PULL_REQUEST_TEMPLATE.md
Python,Deezer source separation library including pretrained models.,True,22396,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'discussion.md', 'feature.md']",deezer_spleeter,deezer,"bug.md,discussion.md,feature.md",PULL_REQUEST_TEMPLATE.md
Go,"Learn and understand Docker&Container technologies, with real DevOps practice!",True,22337,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Custom.md', 'Feature_request.md']",yeasy_docker_practice,yeasy,"Bug_report.md,Custom.md,Feature_request.md",PULL_REQUEST_TEMPLATE.md
C,🎥 Command line video player,True,22259,['PULL_REQUEST_TEMPLATE'],"['1_dont_ignore.md', '2_bug_report_linux.md', '2_bug_report_macos.md', '2_bug_report_windows.md', '3_bug_report.md', '4_bug_report_build.md', '5_feature_request.md', '6_question.md']",mpv-player_mpv,mpv-player,"1_dont_ignore.md,2_bug_report_linux.md,2_bug_report_macos.md,2_bug_report_windows.md,3_bug_report.md,4_bug_report_build.md,5_feature_request.md,6_question.md",PULL_REQUEST_TEMPLATE
JavaScript,OpenZeppelin Contracts is a library for secure smart contract development.,False,22162,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",OpenZeppelin_openzeppelin-contracts,OpenZeppelin,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Java,A Java serialization/deserialization library to convert Java Objects into JSON and back,False,22085,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",google_gson,google,"bug_report.md,feature_request.md",pull_request_template.md
C#,The Free Software Media System,False,22016,['pull_request_template.md'],"['feature_request.md', 'media_playback.md']",jellyfin_jellyfin,jellyfin,"feature_request.md,media_playback.md",pull_request_template.md
JavaScript,"☕️ simple, flexible, fun javascript test framework for node.js & the browser",True,21993,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'support-question.md']",mochajs_mocha,mochajs,"bug_report.md,feature_request.md,support-question.md",PULL_REQUEST_TEMPLATE.md
OCaml,Adds static typing to JavaScript to improve developer productivity and code quality.,True,21973,['pull_request_template.md'],"['bug_report.md', 'discussion.md', 'documentation.md', 'libdef.md', 'question.md']",facebook_flow,facebook,"bug_report.md,discussion.md,documentation.md,libdef.md,question.md",pull_request_template.md
C++,Cloud-native high-performance edge/middle/service proxy,True,21965,['PULL_REQUEST_TEMPLATE.md'],"['feature_request.md', 'non--crash-security--bug.md', 'other.md', 'test_flake.md']",envoyproxy_envoy,envoyproxy,"feature_request.md,non--crash-security--bug.md,other.md,test_flake.md",PULL_REQUEST_TEMPLATE.md
C,stb single-file public domain libraries for C/C++,False,21955,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",nothings_stb,nothings,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
Python,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,False,21924,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'feature_request.md', 'how-to-question.md']",facebookresearch_fairseq,facebookresearch,"bug_report.md,documentation.md,feature_request.md,how-to-question.md",PULL_REQUEST_TEMPLATE.md
Python,"Investment Research for Everyone, Everywhere.",False,21887,['pull_request_template.md'],"['bug_report.md', 'enhancement.md', 'feature_request.md']",OpenBB-finance_OpenBBTerminal,OpenBB-finance,"bug_report.md,enhancement.md,feature_request.md",pull_request_template.md
C,TLS/SSL and crypto library,True,21606,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'documentation.md', 'feature_request.md', 'question.md']",openssl_openssl,openssl,"bug_report.md,documentation.md,feature_request.md,question.md",PULL_REQUEST_TEMPLATE.md
Python,"Free, open source crypto trading bot",True,21541,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",freqtrade_freqtrade,freqtrade,"bug_report.md,feature_request.md,question.md",PULL_REQUEST_TEMPLATE.md
Rust,Secure and fast microVMs for serverless computing.,False,21531,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",firecracker-microvm_firecracker,firecracker-microvm,"bug_report.md,feature_request.md",pull_request_template.md
JavaScript,📝 Minimalistic Vue-powered static site generator,True,21492,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",vuejs_vuepress,vuejs,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
JavaScript,JavaScript syntax highlighter with language auto-detection and zero dependencies.,True,21466,['pull_request_template.md'],"['1_incorrect-syntax-highlighting.md', 'bug_report.md', 'feature_request.md', 'z_request_language_repo.md']",highlightjs_highlight.js,highlightjs,"1_incorrect-syntax-highlighting.md,bug_report.md,feature_request.md,z_request_language_repo.md",pull_request_template.md
Python,Distributed Task Queue (development branch),True,21450,['PULL_REQUEST_TEMPLATE.md'],"['Bug-Report.md', 'Documentation-Bug-Report.md', 'Enhancement.md', 'Feature-Request.md', 'Major-Version-Release-Checklist.md', 'Minor-Version-Release-Checklist.md']",celery_celery,celery,"Bug-Report.md,Documentation-Bug-Report.md,Enhancement.md,Feature-Request.md,Major-Version-Release-Checklist.md,Minor-Version-Release-Checklist.md",PULL_REQUEST_TEMPLATE.md
JavaScript,String validation,True,21239,['pull_request_template.md'],['bug_report.md'],validatorjs_validator.js,validatorjs,bug_report.md,pull_request_template.md
Go,HTTP load testing tool and library. It's over 9000!,True,21177,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'question.md']",tsenart_vegeta,tsenart,"bug_report.md,feature_request.md,question.md",PULL_REQUEST_TEMPLATE.md
Go,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",False,21075,['pull_request_template.md'],"['bug_report.md', 'discussion.md', 'feature_request.md', 'proposal.md', 'question.md']",dapr_dapr,dapr,"bug_report.md,discussion.md,feature_request.md,proposal.md,question.md",pull_request_template.md
TypeScript,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,True,21030,['pull_request_template.md'],['3_discussion.md'],refined-github_refined-github,refined-github,3_discussion.md,pull_request_template.md
Go,Complete container management platform,True,21001,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",rancher_rancher,rancher,"bug_report.md,feature_request.md",pull_request_template.md
TypeScript,Lens - The way the world runs Kubernetes,False,20985,['pull_request_template.md'],"['bug_report.md', 'enhancement.md']",lensapp_lens,lensapp,"bug_report.md,enhancement.md",pull_request_template.md
JavaScript,Normalizes nested JSON according to a schema,False,20985,['PULL_REQUEST_TEMPLATE.md'],"['bug.md', 'feature_request.md', 'support_question.md']",paularmstrong_normalizr,paularmstrong,"bug.md,feature_request.md,support_question.md",PULL_REQUEST_TEMPLATE.md
Java,"A powerful flow control component enabling reliability, resilience and monitoring for microservices. (面向云原生微服务的高可用流控防护组件)",True,20919,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",alibaba_Sentinel,alibaba,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
C++,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/,False,20770,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Question.md']",changkun_modern-cpp-tutorial,changkun,"Bug_report.md,Feature_request.md,Question.md",PULL_REQUEST_TEMPLATE.md
TypeScript,"JHipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures.",False,20551,['PULL_REQUEST_TEMPLATE.md'],"['BUG_REPORT.md', 'FEATURE_REQUEST.md', 'SPONSOR_THE_PROJECT.md', 'SUPPORT_QUESTION.md']",jhipster_generator-jhipster,jhipster,"BUG_REPORT.md,FEATURE_REQUEST.md,SPONSOR_THE_PROJECT.md,SUPPORT_QUESTION.md",PULL_REQUEST_TEMPLATE.md
Ruby,For empowering community 🌱,True,20543,['PULL_REQUEST_TEMPLATE.md'],"['-core-team-only---new-approved-feature.md', 'bug_report.md']",forem_forem,forem,"-core-team-only---new-approved-feature.md,bug_report.md",PULL_REQUEST_TEMPLATE.md
Go,Your ultimate Go microservices framework for the cloud-native era.,False,20531,['pull_request_template.md'],"['bug-report.md', 'feature-request.md', 'proposal.md', 'question.md']",go-kratos_kratos,go-kratos,"bug-report.md,feature-request.md,proposal.md,question.md",pull_request_template.md
C++,"The new Windows Terminal and the original Windows console host, all in the same place!",True,88632,['PULL_REQUEST_TEMPLATE.md'],"['Documentation_Issue.md', 'Feature_Request.md']",microsoft_terminal,microsoft,"Documentation_Issue.md,Feature_Request.md",PULL_REQUEST_TEMPLATE.md
C++,The Swift Programming Language,False,62569,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",apple_swift,apple,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
C++,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",True,37803,['pull_request_template.md'],"['bug_report_core.md', 'bug_report_cpp.md', 'bug_report_csharp.md', 'bug_report_objc.md', 'bug_report_php.md', 'bug_report_python.md', 'bug_report_ruby.md', 'cleanup_request.md', 'feature_request_core.md', 'feature_request_cpp.md', 'feature_request_csharp.md', 'feature_request_objc.md', 'feature_request_php.md', 'feature_request_python.md', 'feature_request_ruby.md', 'question.md']",grpc_grpc,grpc,"bug_report_core.md,bug_report_cpp.md,bug_report_csharp.md,bug_report_objc.md,bug_report_php.md,bug_report_python.md,bug_report_ruby.md,cleanup_request.md,feature_request_core.md,feature_request_cpp.md,feature_request_csharp.md,feature_request_objc.md,feature_request_php.md,feature_request_python.md,feature_request_ruby.md,question.md",pull_request_template.md
C++,ClickHouse® is a free analytics DBMS for big data,True,28509,['PULL_REQUEST_TEMPLATE.md'],"['10_question.md', '20_feature-request.md', '30_unexpected-behaviour.md', '35_incomplete_implementation.md', '45_usability-issue.md', '50_build-issue.md', '60_documentation-issue.md', '70_performance-issue.md', '80_backward-compatibility.md', '85_bug-report.md', '90_fuzzing-report.md', '95_sanitizer-report.md', '96_installation-issues.md']",ClickHouse_ClickHouse,ClickHouse,"10_question.md,20_feature-request.md,30_unexpected-behaviour.md,35_incomplete_implementation.md,45_usability-issue.md,50_build-issue.md,60_documentation-issue.md,70_performance-issue.md,80_backward-compatibility.md,85_bug-report.md,90_fuzzing-report.md,95_sanitizer-report.md,96_installation-issues.md",PULL_REQUEST_TEMPLATE.md
C++,Windows Calculator: A simple yet powerful calculator that ships with Windows,False,27068,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'localization_suggestion.md']",microsoft_calculator,microsoft,"bug_report.md,feature_request.md,localization_suggestion.md",pull_request_template.md
C++,Productive & portable high-performance programming in Python.,True,22990,['pull_request_template.md'],"['bug_report.md', 'document.md', 'feature_request.md', 'question.md']",taichi-dev_taichi,taichi-dev,"bug_report.md,document.md,feature_request.md,question.md",pull_request_template.md
C++,Cloud-native high-performance edge/middle/service proxy,True,21965,['PULL_REQUEST_TEMPLATE.md'],"['feature_request.md', 'non--crash-security--bug.md', 'other.md', 'test_flake.md']",envoyproxy_envoy,envoyproxy,"feature_request.md,non--crash-security--bug.md,other.md,test_flake.md",PULL_REQUEST_TEMPLATE.md
C++,📚 Modern C++ Tutorial: C++11/14/17/20 On the Fly | https://changkun.de/modern-cpp/,False,20770,['PULL_REQUEST_TEMPLATE.md'],"['Bug_report.md', 'Feature_request.md', 'Question.md']",changkun_modern-cpp-tutorial,changkun,"Bug_report.md,Feature_request.md,Question.md",PULL_REQUEST_TEMPLATE.md
C++,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more",True,20401,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md', 'flaky_test.md', 'rfc.md']",apache_mxnet,apache,"bug_report.md,feature_request.md,flaky_test.md,rfc.md",PULL_REQUEST_TEMPLATE.md
C++,"SQL powered operating system instrumentation, monitoring, and analytics.",False,20264,['PULL_REQUEST_TEMPLATE.md'],"['Blueprint.md', 'Bug_Report.md', 'Feature_Request.md', 'Free_Form.md', 'New_Release.md', 'Question.md']",osquery_osquery,osquery,"Blueprint.md,Bug_Report.md,Feature_Request.md,Free_Form.md,New_Release.md,Question.md",PULL_REQUEST_TEMPLATE.md
C++,A modern replacement for Redis and Memcached,False,19278,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",dragonflydb_dragonfly,dragonflydb,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
C++,A framework for building Mobile cross-platform UI,True,18101,['PULL_REQUEST_TEMPLATE.md'],['bug-report.md'],alibaba_weex,alibaba,bug-report.md,PULL_REQUEST_TEMPLATE.md
C++,Parsing gigabytes of JSON per second ,True,16875,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'standard-issue-template.md']",simdjson_simdjson,simdjson,"bug_report.md,feature_request.md,standard-issue-template.md",pull_request_template.md
C++,"A modern, C++-native, test framework for unit-tests, TDD and BDD - using C++14, C++17 and later (C++11 support is in v2.x branch, and C++03 on the Catch1.x branch)",False,16556,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",catchorg_Catch2,catchorg,"bug_report.md,feature_request.md",pull_request_template.md
C++,"Kodi is an award-winning free and open source home theater/media center software and entertainment hub for digital media. With its beautiful interface and powerful skinning engine, it's available for Android, BSD, Linux, macOS, iOS, tvOS and Windows.",False,15744,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'roadmap_item.md']",xbmc_xbmc,xbmc,"bug_report.md,roadmap_item.md",PULL_REQUEST_TEMPLATE.md
C++,KeePassXC is a cross-platform community-driven port of the Windows application “Keepass Password Safe”.,True,15684,['PULL_REQUEST_TEMPLATE.md'],"['bug-report.md', 'feature-request.md', 'release-preview-bug-report.md']",keepassxreboot_keepassxc,keepassxreboot,"bug-report.md,feature-request.md,release-preview-bug-report.md",PULL_REQUEST_TEMPLATE.md
C++,"brpc is an Industrial-grade RPC framework using C++ Language, which is often used in high performance system such as Search, Storage, Machine learning, Advertisement, Recommendation etc. ""brpc"" means ""better RPC"".",True,14849,['pull_request_template.md'],"['bug_report.md', 'feature_request.md']",apache_brpc,apache,"bug_report.md,feature_request.md",pull_request_template.md
C++,"Open source simulator for autonomous vehicles built on Unreal Engine / Unity, from Microsoft AI & Research",True,14380,['pull_request_template.md'],"['bug_report.md', 'feature_request.md', 'question.md']",microsoft_AirSim,microsoft,"bug_report.md,feature_request.md,question.md",pull_request_template.md
C++,Apache Weex (Incubating),True,13856,['PULL_REQUEST_TEMPLATE.md'],['bug-report.md'],apache_incubator-weex,apache,bug-report.md,PULL_REQUEST_TEMPLATE.md
C++,Free and Open Source Reverse Engineering Platform powered by rizin,True,13337,['PULL_REQUEST_TEMPLATE.md'],"['bug_report.md', 'feature_request.md']",rizinorg_cutter,rizinorg,"bug_report.md,feature_request.md",PULL_REQUEST_TEMPLATE.md
